0.000000,0.192659,0.478188,0,10,20,30,40,0.000000
0.010000,0.192659,0.478188,0,10,20,30,40,5.000000
0.020000,0.192659,0.478188,0,10,20,30,40,5.000000
0.030000,0.192659,0.478188,-1.92659e-05,10,20,30,40,5.000000
0.040000,0.192659,0.478188,-5.77055e-05,10,20,30,40,5.000000
0.050000,0.192659,0.478188,-0.000115227,10,20,30,40,5.000000
0.060000,0.192659,0.478188,-0.00019174,10,20,30,40,5.000000
0.070000,0.192659,0.478188,-0.000287152,10,20,30,40,5.000000
0.080000,0.192659,0.478188,-0.000401374,10,20,30,40,5.000000
0.090000,0.192659,0.478188,-0.000534316,10,20,30,40,5.000000
0.100000,0.192659,0.478188,-0.000685888,10,20,30,40,5.000000
0.110000,0.192659,0.478188,-0.000856001,10,20,30,40,5.000000
0.120000,0.192659,0.478188,-0.00104457,10,20,30,40,5.000000
0.130000,0.192659,0.478188,-0.0012515,10,20,30,40,5.000000
0.140000,0.192659,0.478188,-0.0014767,10,20,30,40,5.000000
0.150000,0.192659,0.478188,-0.0017201,10,20,30,40,5.000000
0.160000,0.192659,0.478188,-0.00198159,10,20,30,40,5.000000
0.170000,0.192659,0.478188,-0.00226111,10,20,30,40,5.000000
0.180000,0.192659,0.478188,-0.00255855,10,20,30,40,5.000000
0.190000,0.192659,0.478188,-0.00287383,10,20,30,40,5.000000
0.200000,0.192659,0.478188,-0.00320688,10,20,30,40,5.000000
0.210000,0.192659,0.478188,-0.00355759,10,20,30,40,5.000000
0.220000,0.192659,0.478188,-0.0039259,10,20,30,40,5.000000
0.230000,0.192659,0.478188,-0.00431171,10,20,30,40,5.000000
0.240000,0.192659,0.478188,-0.00471494,10,20,30,40,5.000000
0.250000,0.192659,0.478188,-0.00513551,10,20,30,40,5.000000
0.260000,0.192659,0.478188,-0.00557333,10,20,30,40,5.000000
0.270000,0.192659,0.478188,-0.00602833,10,20,30,40,5.000000
0.280000,0.192659,0.478188,-0.00650041,10,20,30,40,5.000000
0.290000,0.192659,0.478188,-0.00698951,10,20,30,40,5.000000
0.300000,0.192659,0.478188,-0.00749553,10,20,30,40,5.000000
0.310000,0.192659,0.478188,-0.00801839,10,20,30,40,5.000000
0.320000,0.192659,0.478188,-0.00855803,10,20,30,40,5.000000
0.330000,0.192659,0.478188,-0.00911435,10,20,30,40,5.000000
0.340000,0.192659,0.478188,-0.00968727,10,20,30,40,5.000000
0.350000,0.192659,0.478188,-0.0102767,10,20,30,40,5.000000
0.360000,0.192659,0.478188,-0.0108826,10,20,30,40,5.000000
0.370000,0.192659,0.478188,-0.0115049,10,20,30,40,5.000000
0.380000,0.192659,0.478188,-0.0121434,10,20,30,40,5.000000
0.390000,0.192659,0.478188,-0.0127982,10,20,30,40,5.000000
0.400000,0.192659,0.478188,-0.0134691,10,20,30,40,5.000000
0.410000,0.192659,0.478188,-0.0141561,10,20,30,40,5.000000
0.420000,0.192659,0.478188,-0.014859,10,20,30,40,5.000000
0.430000,0.192659,0.478188,-0.0155779,10,20,30,40,5.000000
0.440000,0.192659,0.478188,-0.0163125,10,20,30,40,5.000000
0.450000,0.192659,0.478188,-0.017063,10,20,30,40,5.000000
0.460000,0.192659,0.478188,-0.0178291,10,20,30,40,5.000000
0.470000,0.192659,0.478188,-0.0186108,10,20,30,40,5.000000
0.480000,0.192659,0.478188,-0.019408,10,20,30,40,5.000000
0.490000,0.192659,0.478188,-0.0202207,10,20,30,40,5.000000
