0.000000,0.192878,0.537864,0,10,20,30,40,0.000000
0.010000,0.192878,0.537864,0,10,20,30,40,5.000000
0.020000,0.192878,0.537864,0,10,20,30,40,5.000000
0.030000,0.192878,0.537864,-1.92878e-05,10,20,30,40,4.999981
0.040000,0.192878,0.537864,-5.77596e-05,10,20,30,40,5.000058
0.050000,0.192878,0.537864,-0.000115312,10,20,30,40,4.999885
0.060000,0.192878,0.537864,-0.000191843,10,20,30,40,4.999808
0.070000,0.192878,0.537864,-0.00028725,10,20,30,40,4.999713
0.080000,0.192878,0.537864,-0.000401432,10,20,30,40,5.000401
0.090000,0.192878,0.537864,-0.000534287,10,20,30,40,5.000534
0.100000,0.192878,0.537864,-0.000685716,10,20,30,40,4.999314
0.110000,0.192878,0.537864,-0.000855618,10,20,30,40,5.000856
0.120000,0.192878,0.537864,-0.00104389,10,20,30,40,5.001044
0.130000,0.192878,0.537864,-0.00125044,10,20,30,40,5.001250
0.140000,0.192878,0.537864,-0.00147517,10,20,30,40,4.998525
0.150000,0.192878,0.537864,-0.00171798,10,20,30,40,5.001718
0.160000,0.192878,0.537864,-0.00197877,10,20,30,40,5.001979
0.170000,0.192878,0.537864,-0.00225744,10,20,30,40,5.002257
0.180000,0.192878,0.537864,-0.0025539,10,20,30,40,5.002554
0.190000,0.192878,0.537864,-0.00286806,10,20,30,40,4.997132
0.200000,0.192878,0.537864,-0.00319981,10,20,30,40,5.003200
0.210000,0.192878,0.537864,-0.00354907,10,20,30,40,4.996451
0.220000,0.192878,0.537864,-0.00391574,10,20,30,40,5.003916
0.230000,0.192878,0.537864,-0.00429972,10,20,30,40,5.004300
0.240000,0.192878,0.537864,-0.00470092,10,20,30,40,5.004701
0.250000,0.192878,0.537864,-0.00511926,10,20,30,40,4.994881
0.260000,0.192878,0.537864,-0.00555463,10,20,30,40,5.005555
0.270000,0.192878,0.537864,-0.00600695,10,20,30,40,4.993993
0.280000,0.192878,0.537864,-0.00647612,10,20,30,40,5.006476
0.290000,0.192878,0.537864,-0.00696206,10,20,30,40,5.006962
0.300000,0.192878,0.537864,-0.00746467,10,20,30,40,4.992535
0.310000,0.192878,0.537864,-0.00798387,10,20,30,40,4.992016
0.320000,0.192878,0.537864,-0.00851956,10,20,30,40,5.008520
0.330000,0.192878,0.537864,-0.00907166,10,20,30,40,4.990928
0.340000,0.192878,0.537864,-0.00964007,10,20,30,40,5.009640
0.350000,0.192878,0.537864,-0.0102247,10,20,30,40,5.010225
0.360000,0.192878,0.537864,-0.0108255,10,20,30,40,4.989174
0.370000,0.192878,0.537864,-0.0114424,10,20,30,40,5.011442
0.380000,0.192878,0.537864,-0.0120752,10,20,30,40,5.012075
0.390000,0.192878,0.537864,-0.0127239,10,20,30,40,5.012724
0.400000,0.192878,0.537864,-0.0133884,10,20,30,40,4.986612
0.410000,0.192878,0.537864,-0.0140686,10,20,30,40,5.014069
0.420000,0.192878,0.537864,-0.0147644,10,20,30,40,4.985236
0.430000,0.192878,0.537864,-0.0154758,10,20,30,40,4.984524
0.440000,0.192878,0.537864,-0.0162027,10,20,30,40,5.016203
0.450000,0.192878,0.537864,-0.0169449,10,20,30,40,4.983055
0.460000,0.192878,0.537864,-0.0177024,10,20,30,40,4.982298
0.470000,0.192878,0.537864,-0.0184751,10,20,30,40,5.018475
0.480000,0.192878,0.537864,-0.019263,10,20,30,40,4.980737
0.490000,0.192878,0.537864,-0.0200659,10,20,30,40,4.979934
0.500000,0.192878,0.537864,-0.0208838,10,20,30,40,4.979116
0.510000,0.192878,0.537864,-0.0217166,10,20,30,40,5.021717
0.520000,0.192878,0.537864,-0.0225642,10,20,30,40,4.977436
0.530000,0.192878,0.537864,-0.0234265,10,20,30,40,5.023426
0.540000,0.192878,0.537864,-0.0243034,10,20,30,40,5.024303
0.550000,0.192878,0.537864,-0.025195,10,20,30,40,4.974805
0.560000,0.192878,0.537864,-0.026101,10,20,30,40,4.973899
0.570000,0.192878,0.537864,-0.0270214,10,20,30,40,4.972979
0.580000,0.192878,0.537864,-0.0279562,10,20,30,40,5.027956
0.590000,0.192878,0.537864,-0.0289053,10,20,30,40,4.971095
0.600000,0.192878,0.537864,-0.0298685,10,20,30,40,5.029868
0.610000,0.192878,0.537864,-0.0308458,10,20,30,40,4.969154
0.620000,0.192878,0.537864,-0.0318372,10,20,30,40,4.968163
0.630000,0.192878,0.537864,-0.0328425,10,20,30,40,4.967158
0.640000,0.192878,0.537864,-0.0338617,10,20,30,40,5.033862
0.650000,0.192878,0.537864,-0.0348947,10,20,30,40,5.034895
0.660000,0.192878,0.537864,-0.0359414,10,20,30,40,4.964059
0.670000,0.192878,0.537864,-0.0370018,10,20,30,40,4.962998
0.680000,0.192878,0.537864,-0.0380758,10,20,30,40,4.961924
0.690000,0.192878,0.537864,-0.0391633,10,20,30,40,4.960837
0.700000,0.192878,0.537864,-0.0402642,10,20,30,40,4.959736
0.710000,0.192878,0.537864,-0.0413785,10,20,30,40,5.041378
0.720000,0.192878,0.537864,-0.0425061,10,20,30,40,5.042506
0.730000,0.192878,0.537864,-0.0436469,10,20,30,40,5.043647
0.740000,0.192878,0.537864,-0.0448008,10,20,30,40,5.044801
0.750000,0.192878,0.537864,-0.0459679,10,20,30,40,5.045968
0.760000,0.192878,0.537864,-0.0471479,10,20,30,40,4.952852
0.770000,0.192878,0.537864,-0.0483409,10,20,30,40,5.048341
0.780000,0.192878,0.537864,-0.0495468,10,20,30,40,4.950453
0.790000,0.192878,0.537864,-0.0507654,10,20,30,40,5.050765
0.800000,0.192878,0.537864,-0.0519968,10,20,30,40,4.948003
0.810000,0.192878,0.537864,-0.0532409,10,20,30,40,5.053241
0.820000,0.192878,0.537864,-0.0544976,10,20,30,40,4.945502
0.830000,0.192878,0.537864,-0.0557667,10,20,30,40,4.944233
0.840000,0.192878,0.537864,-0.0570484,10,20,30,40,5.057048
0.850000,0.192878,0.537864,-0.0583424,10,20,30,40,4.941658
0.860000,0.192878,0.537864,-0.0596488,10,20,30,40,5.059649
0.870000,0.192878,0.537864,-0.0609674,10,20,30,40,5.060967
0.880000,0.192878,0.537864,-0.0622983,10,20,30,40,5.062298
0.890000,0.192878,0.537864,-0.0636412,10,20,30,40,4.936359
0.900000,0.192878,0.537864,-0.0649962,10,20,30,40,4.935004
0.910000,0.192878,0.537864,-0.0663633,10,20,30,40,4.933637
