0.000000,0.878658,0.146079,0,10,20,30,40,1.000000
0.010000,0.878658,0.146079,0,10,20,30,40,6.000000
0.020000,0.878658,0.146079,0,10,20,30,40,6.000000
0.030000,0.878658,0.146079,-8.78658e-05,10,20,30,40,6.000000
0.040000,0.878658,0.146079,-0.000263469,10,20,30,40,6.000000
0.050000,0.878658,0.146079,-0.000526682,10,20,30,40,6.000000
0.060000,0.878658,0.146079,-0.000877376,10,20,30,40,6.000000
0.070000,0.878658,0.146079,-0.00131542,10,20,30,40,6.000000
0.080000,0.878658,0.146079,-0.0018407,10,20,30,40,6.000000
0.090000,0.878658,0.146079,-0.00245307,10,20,30,40,6.000000
0.100000,0.878658,0.146079,-0.00315241,10,20,30,40,6.000000
0.110000,0.878658,0.146079,-0.0039386,10,20,30,40,6.000000
0.120000,0.878658,0.146079,-0.0048115,10,20,30,40,6.000000
0.130000,0.878658,0.146079,-0.005771,10,20,30,40,6.000000
0.140000,0.878658,0.146079,-0.00681696,10,20,30,40,6.000000
0.150000,0.878658,0.146079,-0.00794926,10,20,30,40,6.000000
0.160000,0.878658,0.146079,-0.00916776,10,20,30,40,6.000000
0.170000,0.878658,0.146079,-0.0104724,10,20,30,40,6.000000
0.180000,0.878658,0.146079,-0.0118629,10,20,30,40,6.000000
0.190000,0.878658,0.146079,-0.0133393,10,20,30,40,6.000000
0.200000,0.878658,0.146079,-0.0149014,10,20,30,40,6.000000
0.210000,0.878658,0.146079,-0.0165491,10,20,30,40,6.000000
0.220000,0.878658,0.146079,-0.0182822,10,20,30,40,6.000000
0.230000,0.878658,0.146079,-0.0201007,10,20,30,40,6.000000
0.240000,0.878658,0.146079,-0.0220044,10,20,30,40,6.000000
0.250000,0.878658,0.146079,-0.0239932,10,20,30,40,6.000000
0.260000,0.878658,0.146079,-0.0260669,10,20,30,40,6.000000
0.270000,0.878658,0.146079,-0.0282255,10,20,30,40,6.000000
0.280000,0.878658,0.146079,-0.0304687,10,20,30,40,6.000000
0.290000,0.878658,0.146079,-0.0327966,10,20,30,40,6.000000
0.300000,0.878658,0.146079,-0.0352089,10,20,30,40,6.000000
0.310000,0.878658,0.146079,-0.0377056,10,20,30,40,6.000000
0.320000,0.878658,0.146079,-0.0402865,10,20,30,40,6.000000
0.330000,0.878658,0.146079,-0.0429515,10,20,30,40,6.000000
0.340000,0.878658,0.146079,-0.0457005,10,20,30,40,6.000000
0.350000,0.878658,0.146079,-0.0485333,10,20,30,40,6.000000
0.360000,0.878658,0.146079,-0.0514498,10,20,30,40,6.000000
0.370000,0.878658,0.146079,-0.05445,10,20,30,40,6.000000
0.380000,0.878658,0.146079,-0.0575336,10,20,30,40,6.000000
0.390000,0.878658,0.146079,-0.0607006,10,20,30,40,6.000000
0.400000,0.878658,0.146079,-0.0639508,10,20,30,40,6.000000
0.410000,0.878658,0.146079,-0.0672842,10,20,30,40,6.000000
0.420000,0.878658,0.146079,-0.0707005,10,20,30,40,6.000000
0.430000,0.878658,0.146079,-0.0741997,10,20,30,40,6.000000
0.440000,0.878658,0.146079,-0.0777817,10,20,30,40,6.000000
0.450000,0.878658,0.146079,-0.0814463,10,20,30,40,6.000000
0.460000,0.878658,0.146079,-0.0851934,10,20,30,40,6.000000
0.470000,0.878658,0.146079,-0.0890229,10,20,30,40,6.000000
0.480000,0.878658,0.146079,-0.0929347,10,20,30,40,6.000000
0.490000,0.878658,0.146079,-0.0969287,10,20,30,40,6.000000
0.500000,0.878658,0.146079,-0.101005,10,20,30,40,6.000000
0.510000,0.878658,0.146079,-0.105163,10,20,30,40,6.000000
0.520000,0.878658,0.146079,-0.109402,10,20,30,40,6.000000
0.530000,0.878658,0.146079,-0.113724,10,20,30,40,6.000000
0.540000,0.878658,0.146079,-0.118126,10,20,30,40,6.000000
0.550000,0.878658,0.146079,-0.122611,10,20,30,40,6.000000
0.560000,0.878658,0.146079,-0.127176,10,20,30,40,6.000000
0.570000,0.878658,0.146079,-0.131823,10,20,30,40,6.000000
0.580000,0.878658,0.146079,-0.136551,10,20,30,40,6.000000
0.590000,0.878658,0.146079,-0.14136,10,20,30,40,6.000000
0.600000,0.878658,0.146079,-0.14625,10,20,30,40,6.000000
0.610000,0.878658,0.146079,-0.15122,10,20,30,40,6.000000
0.620000,0.878658,0.146079,-0.156271,10,20,30,40,6.000000
0.630000,0.878658,0.146079,-0.161403,10,20,30,40,6.000000
0.640000,0.878658,0.146079,-0.166615,10,20,30,40,6.000000
0.650000,0.878658,0.146079,-0.171907,10,20,30,40,6.000000
0.660000,0.878658,0.146079,-0.177279,10,20,30,40,6.000000
0.670000,0.878658,0.146079,-0.182731,10,20,30,40,6.000000
0.680000,0.878658,0.146079,-0.188264,10,20,30,40,6.000000
0.690000,0.878658,0.146079,-0.193876,10,20,30,40,6.000000
0.700000,0.878658,0.146079,-0.199567,10,20,30,40,6.000000
0.710000,0.878658,0.146079,-0.205339,10,20,30,40,6.000000
0.720000,0.878658,0.146079,-0.211189,10,20,30,40,6.000000
0.730000,0.878658,0.146079,-0.217119,10,20,30,40,6.000000
0.740000,0.878658,0.146079,-0.223128,10,20,30,40,6.000000
0.750000,0.878658,0.146079,-0.229217,10,20,30,40,6.000000
0.760000,0.878658,0.146079,-0.235384,10,20,30,40,6.000000
0.770000,0.878658,0.146079,-0.24163,10,20,30,40,6.000000
0.780000,0.878658,0.146079,-0.247955,10,20,30,40,6.000000
0.790000,0.878658,0.146079,-0.254358,10,20,30,40,6.000000
0.800000,0.878658,0.146079,-0.26084,10,20,30,40,6.000000
0.810000,0.878658,0.146079,-0.267401,10,20,30,40,6.000000
0.820000,0.878658,0.146079,-0.274039,10,20,30,40,6.000000
0.830000,0.878658,0.146079,-0.280756,10,20,30,40,6.000000
0.840000,0.878658,0.146079,-0.287551,10,20,30,40,6.000000
0.850000,0.878658,0.146079,-0.294424,10,20,30,40,6.000000
0.860000,0.878658,0.146079,-0.301374,10,20,30,40,6.000000
0.870000,0.878658,0.146079,-0.308403,10,20,30,40,6.000000
0.880000,0.878658,0.146079,-0.315509,10,20,30,40,6.000000
0.890000,0.878658,0.146079,-0.322692,10,20,30,40,6.000000
0.900000,0.878658,0.146079,-0.329953,10,20,30,40,6.000000
0.910000,0.878658,0.146079,-0.337291,10,20,30,40,6.000000
0.920000,0.878658,0.146079,-0.344706,10,20,30,40,6.000000
0.930000,0.878658,0.146079,-0.352198,10,20,30,40,6.000000
0.940000,0.878658,0.146079,-0.359768,10,20,30,40,6.000000
0.950000,0.878658,0.146079,-0.367414,10,20,30,40,6.000000
0.960000,0.878658,0.146079,-0.375136,10,20,30,40,6.000000
0.970000,0.878658,0.146079,-0.382935,10,20,30,40,6.000000
0.980000,0.878658,0.146079,-0.390811,10,20,30,40,6.000000
0.990000,0.878658,0.146079,-0.398763,10,20,30,40,6.000000
1.000000,0.878658,0.146079,-0.406792,10,20,30,40,6.000000
1.010000,0.878658,0.146079,-0.414896,10,20,30,40,6.000000
1.020000,0.878658,0.146079,-0.423077,10,20,30,40,6.000000
1.030000,0.878658,0.146079,-0.431333,10,20,30,40,6.000000
1.040000,0.878658,0.146079,-0.439665,10,20,30,40,6.000000
1.050000,0.878658,0.146079,-0.448073,10,20,30,40,6.000000
1.060000,0.878658,0.146079,-0.456557,10,20,30,40,6.000000
1.070000,0.878658,0.146079,-0.465116,10,20,30,40,6.000000
1.080000,0.878658,0.146079,-0.47375,10,20,30,40,6.000000
1.090000,0.878658,0.146079,-0.48246,10,20,30,40,6.000000
1.100000,0.878658,0.146079,-0.491244,10,20,30,40,6.000000
1.110000,0.878658,0.146079,-0.500104,10,20,30,40,6.000000
1.120000,0.878658,0.146079,-0.509039,10,20,30,40,6.000000
1.130000,0.878658,0.146079,-0.518048,10,20,30,40,6.000000
1.140000,0.878658,0.146079,-0.527132,10,20,30,40,6.000000
1.150000,0.878658,0.146079,-0.536291,10,20,30,40,6.000000
1.160000,0.878658,0.146079,-0.545525,10,20,30,40,6.000000
1.170000,0.878658,0.146079,-0.554832,10,20,30,40,6.000000
1.180000,0.878658,0.146079,-0.564214,10,20,30,40,6.000000
1.190000,0.878658,0.146079,-0.57367,10,20,30,40,6.000000
1.200000,0.878658,0.146079,-0.5832,10,20,30,40,6.000000
1.210000,0.878658,0.146079,-0.592805,10,20,30,40,6.000000
1.220000,0.878658,0.146079,-0.602482,10,20,30,40,6.000000
