0.000000,0.946961,0.0323809,0,10,20,30,40,1.000000
0.010000,0.946961,0.0323809,0,10,20,30,40,6.000000
0.020000,0.946961,0.0323809,0,10,20,30,40,6.000000
0.030000,0.946961,0.0323809,-9.46961e-05,10,20,30,40,6.000000
0.040000,0.946961,0.0323809,-0.000284058,10,20,30,40,6.000000
0.050000,0.946961,0.0323809,-0.000568054,10,20,30,40,6.000000
0.060000,0.946961,0.0323809,-0.000946654,10,20,30,40,6.000000
0.070000,0.946961,0.0323809,-0.00141983,10,20,30,40,6.000000
0.080000,0.946961,0.0323809,-0.00198755,10,20,30,40,6.000000
0.090000,0.946961,0.0323809,-0.00264977,10,20,30,40,6.000000
0.100000,0.946961,0.0323809,-0.00340649,10,20,30,40,6.000000
0.110000,0.946961,0.0323809,-0.00425765,10,20,30,40,6.000000
0.120000,0.946961,0.0323809,-0.00520323,10,20,30,40,6.000000
0.130000,0.946961,0.0323809,-0.0062432,10,20,30,40,6.000000
0.140000,0.946961,0.0323809,-0.00737753,10,20,30,40,6.000000
0.150000,0.946961,0.0323809,-0.00860619,10,20,30,40,6.000000
0.160000,0.946961,0.0323809,-0.00992915,10,20,30,40,6.000000
0.170000,0.946961,0.0323809,-0.0113464,10,20,30,40,6.000000
0.180000,0.946961,0.0323809,-0.0128578,10,20,30,40,6.000000
0.190000,0.946961,0.0323809,-0.0144635,10,20,30,40,6.000000
0.200000,0.946961,0.0323809,-0.0161634,10,20,30,40,6.000000
0.210000,0.946961,0.0323809,-0.0179574,10,20,30,40,6.000000
0.220000,0.946961,0.0323809,-0.0198455,10,20,30,40,6.000000
0.230000,0.946961,0.0323809,-0.0218276,10,20,30,40,6.000000
0.240000,0.946961,0.0323809,-0.0239039,10,20,30,40,6.000000
0.250000,0.946961,0.0323809,-0.0260742,10,20,30,40,6.000000
0.260000,0.946961,0.0323809,-0.0283384,10,20,30,40,6.000000
0.270000,0.946961,0.0323809,-0.0306967,10,20,30,40,6.000000
0.280000,0.946961,0.0323809,-0.0331488,10,20,30,40,6.000000
0.290000,0.946961,0.0323809,-0.0356949,10,20,30,40,6.000000
0.300000,0.946961,0.0323809,-0.0383348,10,20,30,40,6.000000
0.310000,0.946961,0.0323809,-0.0410686,10,20,30,40,6.000000
0.320000,0.946961,0.0323809,-0.0438962,10,20,30,40,6.000000
0.330000,0.946961,0.0323809,-0.0468175,10,20,30,40,6.000000
0.340000,0.946961,0.0323809,-0.0498326,10,20,30,40,6.000000
0.350000,0.946961,0.0323809,-0.0529415,10,20,30,40,6.000000
0.360000,0.946961,0.0323809,-0.056144,10,20,30,40,6.000000
0.370000,0.946961,0.0323809,-0.0594402,10,20,30,40,6.000000
0.380000,0.946961,0.0323809,-0.06283,10,20,30,40,6.000000
0.390000,0.946961,0.0323809,-0.0663134,10,20,30,40,6.000000
0.400000,0.946961,0.0323809,-0.0698904,10,20,30,40,6.000000
0.410000,0.946961,0.0323809,-0.0735609,10,20,30,40,6.000000
0.420000,0.946961,0.0323809,-0.0773249,10,20,30,40,6.000000
0.430000,0.946961,0.0323809,-0.0811824,10,20,30,40,6.000000
0.440000,0.946961,0.0323809,-0.0851334,10,20,30,40,6.000000
0.450000,0.946961,0.0323809,-0.0891777,10,20,30,40,6.000000
0.460000,0.946961,0.0323809,-0.0933155,10,20,30,40,6.000000
0.470000,0.946961,0.0323809,-0.0975466,10,20,30,40,6.000000
0.480000,0.946961,0.0323809,-0.101871,10,20,30,40,6.000000
0.490000,0.946961,0.0323809,-0.106289,10,20,30,40,6.000000
0.500000,0.946961,0.0323809,-0.1108,10,20,30,40,6.000000
0.510000,0.946961,0.0323809,-0.115404,10,20,30,40,6.000000
0.520000,0.946961,0.0323809,-0.120101,10,20,30,40,6.000000
0.530000,0.946961,0.0323809,-0.124892,10,20,30,40,6.000000
0.540000,0.946961,0.0323809,-0.129776,10,20,30,40,6.000000
0.550000,0.946961,0.0323809,-0.134753,10,20,30,40,6.000000
0.560000,0.946961,0.0323809,-0.139823,10,20,30,40,6.000000
0.570000,0.946961,0.0323809,-0.144986,10,20,30,40,6.000000
0.580000,0.946961,0.0323809,-0.150242,10,20,30,40,6.000000
0.590000,0.946961,0.0323809,-0.155591,10,20,30,40,6.000000
0.600000,0.946961,0.0323809,-0.161033,10,20,30,40,6.000000
0.610000,0.946961,0.0323809,-0.166568,10,20,30,40,6.000000
0.620000,0.946961,0.0323809,-0.172195,10,20,30,40,6.000000
0.630000,0.946961,0.0323809,-0.177916,10,20,30,40,6.000000
0.640000,0.946961,0.0323809,-0.18373,10,20,30,40,6.000000
0.650000,0.946961,0.0323809,-0.189636,10,20,30,40,6.000000
0.660000,0.946961,0.0323809,-0.195635,10,20,30,40,6.000000
0.670000,0.946961,0.0323809,-0.201727,10,20,30,40,6.000000
0.680000,0.946961,0.0323809,-0.207912,10,20,30,40,6.000000
0.690000,0.946961,0.0323809,-0.214189,10,20,30,40,6.000000
0.700000,0.946961,0.0323809,-0.220559,10,20,30,40,6.000000
0.710000,0.946961,0.0323809,-0.227022,10,20,30,40,6.000000
0.720000,0.946961,0.0323809,-0.233577,10,20,30,40,6.000000
0.730000,0.946961,0.0323809,-0.240225,10,20,30,40,6.000000
0.740000,0.946961,0.0323809,-0.246965,10,20,30,40,6.000000
0.750000,0.946961,0.0323809,-0.253798,10,20,30,40,6.000000
0.760000,0.946961,0.0323809,-0.260723,10,20,30,40,6.000000
0.770000,0.946961,0.0323809,-0.267741,10,20,30,40,6.000000
0.780000,0.946961,0.0323809,-0.274851,10,20,30,40,6.000000
0.790000,0.946961,0.0323809,-0.282054,10,20,30,40,6.000000
