0.000000,54.9968,83.7438,1000,1,0,0.000000
0.010000,54.9968,83.7438,1000,1,0.046593,0.046593
0.020000,54.9968,83.7438,1100.98,1,0.0930105,0.093010
0.030000,54.9968,83.7438,1199.02,1,0.150652,0.150652
0.040000,54.9968,83.7438,1293.74,1,0.220153,0.220153
0.050000,54.9968,83.7438,1383.11,1,0.301988,0.301988
0.060000,54.9968,83.7438,1467,1,0.396215,0.396215
0.070000,54.9968,83.7438,1545.41,1,0.502712,0.502712
0.080000,54.9968,83.7438,1618.36,1,0.6212,0.621200
0.090000,54.9968,83.7438,1685.88,1,0.751266,0.751266
0.100000,54.9968,83.7438,1747.88,1,0.892368,0.892368
0.110000,54.9968,83.7438,1804.61,1,1.04384,1.043835
0.120000,54.9968,83.7438,1856.34,1,1.20494,1.204936
0.130000,54.9968,83.7438,1903.37,1,1.37491,1.374906
0.140000,54.9968,83.7438,1946,1,1.55296,1.552964
0.150000,54.9968,83.7438,1984.55,1,1.73833,1.738330
0.160000,54.9968,83.7438,2019.33,1,1.93024,1.930237
0.170000,54.9968,83.7438,2050.38,1,2.12822,2.128224
0.180000,54.9968,83.7438,2077.82,1,2.33199,2.331992
0.190000,54.9968,83.7438,2102,1,2.54083,2.540833
0.200000,54.9968,83.7438,2123.25,1,2.75409,2.754087
0.210000,54.9968,83.7438,2141.86,1,2.97115,2.971145
0.220000,54.9968,83.7438,2158.11,1,3.19145,3.191448
0.230000,54.9968,83.7438,2172.25,1,3.41449,3.414487
0.240000,54.9968,83.7438,2184.52,1,3.6398,3.639799
0.250000,54.9968,83.7438,2195.11,1,3.86697,3.866967
0.260000,54.9968,83.7438,2204.21,1,4.09562,4.095616
0.270000,54.9968,83.7438,2212.01,1,4.32533,4.325328
0.280000,54.9968,83.7438,2218.83,1,4.55515,4.555150
0.290000,54.9968,83.7438,2224.79,1,4.78485,4.784849
0.300000,54.9968,83.7438,2229.97,1,5.01422,5.014221
0.310000,54.9968,83.7438,2234.49,1,5.24309,5.243087
0.320000,54.9968,83.7438,2238.41,1,5.47129,5.471293
0.330000,54.9968,83.7438,2241.81,1,5.6987,5.698702
0.340000,54.9968,83.7438,2244.76,1,5.9252,5.925196
0.350000,54.9968,83.7438,2247.3,1,6.15067,6.150673
0.360000,54.9968,83.7438,2249.49,1,6.37504,6.375045
0.370000,54.9968,83.7438,2251.63,1,6.59778,6.597778
0.380000,54.9968,83.7438,2253.88,1,6.81863,6.818633
0.390000,54.9968,83.7438,2256.2,1,7.03766,7.037662
0.400000,54.9968,83.7438,2258.59,1,7.25491,7.254912
0.410000,54.9968,83.7438,2261.04,1,7.47042,7.470423
0.420000,54.9968,83.7438,2263.53,1,7.68423,7.684235
0.430000,54.9968,83.7438,2266.06,1,7.89638,7.896381
0.440000,54.9968,83.7438,2268.61,1,8.10689,8.106894
0.450000,54.9968,83.7438,2271.18,1,8.3158,8.315803
0.460000,54.9968,83.7438,2273.77,1,8.52314,8.523135
0.470000,54.9968,83.7438,2276.45,1,8.72854,8.728538
0.480000,54.9968,83.7438,2279.28,1,8.93184,8.931837
0.490000,54.9968,83.7438,2282.23,1,9.1331,9.133104
0.500000,54.9968,83.7438,2285.27,1,9.33241,9.332407
0.510000,54.9968,350,2288.38,1,9.5298,9.529802
0.520000,54.9968,350,2291.56,1,9.70962,9.709625
0.530000,54.9968,350,2294.74,1,9.88784,9.887844
0.540000,54.9968,350,2297.93,1,10.0645,10.064491
0.550000,54.9968,350,2301.11,1,10.2396,10.239594
0.560000,54.9968,350,2304.29,1,10.4132,10.413177
0.570000,54.9968,350,2307.46,1,10.5853,10.585266
0.580000,54.9968,350,2310.61,1,10.7559,10.755884
0.590000,54.9968,350,2313.89,1,10.9248,10.924832
0.600000,54.9968,350,2317.4,1,11.092,11.091987
0.610000,54.9968,350,2321.09,1,11.2574,11.257446
0.620000,54.9968,350,2324.93,1,11.4213,11.421289
0.630000,54.9968,350,2328.89,1,11.5836,11.583588
0.640000,54.9968,350,2332.94,1,11.7444,11.744406
0.650000,54.9968,350,2337.07,1,11.9038,11.903796
0.660000,54.9968,350,2341.25,1,12.0618,12.061808
0.670000,54.9968,350,2345.47,1,12.2185,12.218482
0.680000,54.9968,350,2349.72,1,12.3739,12.373857
0.690000,54.9968,350,2353.99,1,12.528,12.527967
0.700000,54.9968,350,2358.26,1,12.6808,12.680841
0.710000,54.9968,350,2362.53,1,12.8325,12.832507
0.720000,54.9968,350,2366.79,1,12.983,12.982989
0.730000,54.9968,350,2371.05,1,13.1323,13.132311
0.740000,54.9968,350,2375.28,1,13.2805,13.280492
0.750000,54.9968,350,2379.73,1,13.4272,13.427219
0.760000,54.9968,350,2384.37,1,13.5726,13.572556
0.770000,54.9968,350,2389.16,1,13.7166,13.716584
0.780000,54.9968,350,2394.07,1,13.8594,13.859372
0.790000,54.9968,350,2399.06,1,14.001,14.000979
0.800000,54.9968,350,2404.13,1,14.1415,14.141455
0.810000,54.9968,350,2409.2,1,14.2808,14.280845
0.820000,54.9968,350,2414.27,1,14.4192,14.419178
0.830000,54.9968,350,2419.32,1,14.5565,14.556478
0.840000,54.9968,350,2424.35,1,14.6928,14.692768
0.850000,54.9968,350,2429.36,1,14.8281,14.828066
0.860000,54.9968,350,2434.33,1,14.9624,14.962392
0.870000,54.9968,350,2439.27,1,15.0958,15.095761
0.880000,54.9968,350,2444.18,1,15.2282,15.228189
0.890000,54.9968,350,2449.05,1,15.3597,15.359688
0.900000,54.9968,350,2453.87,1,15.4903,15.490273
0.910000,54.9968,350,2458.66,1,15.62,15.619955
0.920000,54.9968,350,2463.4,1,15.7487,15.748746
0.930000,54.9968,350,2468.1,1,15.8767,15.876656
0.940000,54.9968,350,2472.76,1,16.0037,16.003697
0.950000,54.9968,350,2477.4,1,16.1298,16.129844
0.960000,54.9968,350,2482.15,1,16.2549,16.254929
0.970000,54.9968,350,2486.99,1,16.379,16.379005
0.980000,54.9968,350,2491.89,1,16.5021,16.502118
0.990000,54.9968,350,2496.84,1,16.6243,16.624308
1.000000,54.9968,350,2501.81,1,16.7456,16.745607
1.010000,0,350,2506.79,1,16.866,16.866044
1.020000,0,350,2362.57,1,16.9856,0.000000
1.030000,0,350,2238.64,1,17.0736,0.000000
